date,publication_date,dosen_kumulativ,personen_erst_kumulativ,personen_voll_kumulativ,personen_min1_kumulativ,personen_zweit_kumulativ,personen_auffr_kumulativ,dosen_biontech_kumulativ,personen_erst_biontech_kumulativ,personen_voll_biontech_kumulativ,personen_min1_biontech_kumulativ,personen_zweit_biontech_kumulativ,personen_auffr_biontech_kumulativ,dosen_moderna_kumulativ,personen_erst_moderna_kumulativ,personen_voll_moderna_kumulativ,personen_min1_moderna_kumulativ,personen_zweit_moderna_kumulativ,personen_auffr_moderna_kumulativ,dosen_astrazeneca_kumulativ,personen_erst_astrazeneca_kumulativ,personen_voll_astrazeneca_kumulativ,personen_min1_astrazeneca_kumulativ,personen_zweit_astrazeneca_kumulativ,personen_auffr_astrazeneca_kumulativ,dosen_janssen_kumulativ,personen_erst_janssen_kumulativ,personen_voll_janssen_kumulativ,personen_min1_janssen_kumulativ,personen_zweit_janssen_kumulativ,personen_auffr_janssen_kumulativ,indikation_alter_dosen,indikation_alter_erst,indikation_alter_voll,indikation_alter_min1,indikation_alter_zweit,indikation_alter_auffr,indikation_beruf_dosen,indikation_beruf_erst,indikation_beruf_voll,indikation_beruf_min1,indikation_beruf_zweit,indikation_beruf_auffr,indikation_medizinisch_dosen,indikation_medizinisch_erst,indikation_medizinisch_voll,indikation_medizinisch_min1,indikation_medizinisch_zweit,indikation_medizinisch_auffr,indikation_pflegeheim_dosen,indikation_pflegeheim_erst,indikation_pflegeheim_voll,indikation_pflegeheim_min1,indikation_pflegeheim_zweit,indikation_pflegeheim_auffr,dosen_differenz_zum_vortag,personen_erst_differenz_zum_vortag,personen_voll_differenz_zum_vortag,personen_min1_differenz_zum_vortag,personen_zweit_differenz_zum_vortag,personen_auffr_differenz_zum_vortag,impf_quote_dosen,impf_quote_erst,impf_quote_voll,impf_quote_min1,impf_quote_zweit,impf_quote_auffr,impf_inzidenz_dosen,impf_inzidenz_erst,impf_inzidenz_voll,impf_inzidenz_min1,impf_inzidenz_zweit,impf_inzidenz_auffr,dosen_kumulativ_alter_unter12,personen_erst_kumulativ_alter_unter12,personen_voll_kumulativ_alter_unter12,personen_min1_kumulativ_alter_unter12,personen_zweit_kumulativ_alter_unter12,personen_auffr_kumulativ_alter_unter12,impf_quote_dosen_alter_unter12,impf_quote_erst_alter_unter12,impf_quote_voll_alter_unter12,impf_quote_min1_alter_unter12,impf_quote_zweit_alter_unter12,impf_quote_auffr_alter_unter12,impf_inzidenz_dosen_alter_unter12,impf_inzidenz_erst_alter_unter12,impf_inzidenz_voll_alter_unter12,impf_inzidenz_min1_alter_unter12,impf_inzidenz_zweit_alter_unter12,impf_inzidenz_auffr_alter_unter12,dosen_kumulativ_alter_12bis17,personen_erst_kumulativ_alter_12bis17,personen_voll_kumulativ_alter_12bis17,personen_min1_kumulativ_alter_12bis17,personen_zweit_kumulativ_alter_12bis17,personen_auffr_kumulativ_alter_12bis17,impf_quote_dosen_alter_12bis17,impf_quote_erst_alter_12bis17,impf_quote_voll_alter_12bis17,impf_quote_min1_alter_12bis17,impf_quote_zweit_alter_12bis17,impf_quote_auffr_alter_12bis17,impf_inzidenz_dosen_alter_12bis17,impf_inzidenz_erst_alter_12bis17,impf_inzidenz_voll_alter_12bis17,impf_inzidenz_min1_alter_12bis17,impf_inzidenz_zweit_alter_12bis17,impf_inzidenz_auffr_alter_12bis17,dosen_kumulativ_alter_unter18,personen_erst_kumulativ_alter_unter18,personen_voll_kumulativ_alter_unter18,personen_min1_kumulativ_alter_unter18,personen_zweit_kumulativ_alter_unter18,personen_auffr_kumulativ_alter_unter18,impf_quote_dosen_alter_unter18,impf_quote_erst_alter_unter18,impf_quote_voll_alter_unter18,impf_quote_min1_alter_unter18,impf_quote_zweit_alter_unter18,impf_quote_auffr_alter_unter18,impf_inzidenz_dosen_alter_unter18,impf_inzidenz_erst_alter_unter18,impf_inzidenz_voll_alter_unter18,impf_inzidenz_min1_alter_unter18,impf_inzidenz_zweit_alter_unter18,impf_inzidenz_auffr_alter_unter18,dosen_kumulativ_alter_18bis59,personen_erst_kumulativ_alter_18bis59,personen_voll_kumulativ_alter_18bis59,personen_min1_kumulativ_alter_18bis59,personen_zweit_kumulativ_alter_18bis59,personen_auffr_kumulativ_alter_18bis59,impf_quote_dosen_alter_18bis59,impf_quote_erst_alter_18bis59,impf_quote_voll_alter_18bis59,impf_quote_min1_alter_18bis59,impf_quote_zweit_alter_18bis59,impf_quote_auffr_alter_18bis59,impf_inzidenz_dosen_alter_18bis59,impf_inzidenz_erst_alter_18bis59,impf_inzidenz_voll_alter_18bis59,impf_inzidenz_min1_alter_18bis59,impf_inzidenz_zweit_alter_18bis59,impf_inzidenz_auffr_alter_18bis59,dosen_kumulativ_alter_60plus,personen_erst_kumulativ_alter_60plus,personen_voll_kumulativ_alter_60plus,personen_min1_kumulativ_alter_60plus,personen_zweit_kumulativ_alter_60plus,personen_auffr_kumulativ_alter_60plus,impf_quote_dosen_alter_60plus,impf_quote_erst_alter_60plus,impf_quote_voll_alter_60plus,impf_quote_min1_alter_60plus,impf_quote_zweit_alter_60plus,impf_quote_auffr_alter_60plus,impf_inzidenz_dosen_alter_60plus,impf_inzidenz_erst_alter_60plus,impf_inzidenz_voll_alter_60plus,impf_inzidenz_min1_alter_60plus,impf_inzidenz_zweit_alter_60plus,impf_inzidenz_auffr_alter_60plus
2021-05-14,2021-05-15 08:00,39414342,30353408,9060934,30392841,9021501,,29105381,21044011,8061370,21044011,8061370,,2683491,2030164,653327,2030164,653327,,7586037,7279233,306804,7279233,306804,,39433,0,39433,39433,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.391969125723875,36.497064312186154,10.894904813537714,36.54447871576886,10.847490409955013,,473.91969125723875,364.9706431218616,108.94904813537714,365.4447871576886,108.47490409955012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16,2021-05-17 08:00,40075392,30743232,9332160,30790970,9284422,,29570308,21305968,8264340,21305968,8264340,,2792232,2113398,678834,2113398,678834,,7665114,7323866,341248,7323866,341248,,47738,0,47738,47738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.186818401415444,36.96579031482921,11.22102808658623,37.023190685032624,11.16362771638282,,481.8681840141544,369.6579031482921,112.2102808658623,370.2319068503262,111.63627716382821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,2021-05-18 13:00,40642605,31094584,9548021,31150725,9491880,,29918662,21501257,8417405,21501257,8417405,,2882187,2173111,709076,2173111,709076,,7785615,7420216,365399,7420216,365399,,56141,0,56141,56141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86883767713262,37.38825742429564,11.48058025283698,37.45576159672829,11.413076080404334,,488.6883767713262,373.8825742429564,114.8058025283698,374.55761596728286,114.13076080404333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,2021-05-19 11:00,41517849,31616223,9901626,31678786,9839063,,30511166,21803316,8707850,21803316,8707850,,2986323,2246741,739582,2246741,739582,,7957797,7566166,391631,7566166,391631,,62563,0,62563,62563,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92123471132579,38.01547833243038,11.905756378895397,38.09070434443416,11.830530366891628,,499.21234711325786,380.1547833243039,119.05756378895397,380.9070434443416,118.30530366891628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,2021-05-20 14:00,42611604,32178636,10432968,32258912,10352692,,31310714,22146966,9163748,22146966,9163748,,3082022,2311338,770684,2311338,770684,,8138592,7720332,418260,7720332,418260,,80276,0,80276,80276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.236370282816644,38.69172606813801,12.544644214678636,38.78825026518122,12.448120017635421,,512.3637028281664,386.91726068138007,125.44644214678635,387.8825026518122,124.48120017635422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,2021-05-21 08:00,43549672,32633840,10915832,32724085,10825587,,31990150,22409631,9580519,22409631,9580519,,3175990,2374685,801305,2374685,801305,,8293287,7849524,443763,7849524,443763,,90245,0,90245,90245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.364307156501596,39.23906525532794,13.125241901173656,39.347576219528506,13.016730936973088,,523.6430715650159,392.3906525532794,131.25241901173655,393.4757621952851,130.16730936973087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,2021-05-22 08:00,44385214,33041570,11343644,33142439,11242775,,32575841,22634281,9941560,22634281,9941560,,3259719,2430275,829444,2430275,829444,,8448785,7977014,471771,7977014,471771,,100869,0,100869,100869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.368966340390685,39.72932150701499,13.6396448333757,39.85060681310338,13.518359527287306,,533.6896634039069,397.29321507014987,136.396448333757,398.5060681310338,135.18359527287305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,2021-05-25 08:00,45399574,33503002,11896572,33629271,11770303,,33252184,22865794,10386390,22865794,10386390,,3447133,2566223,880910,2566223,880910,,8573988,8070985,503003,8070985,503003,,126269,0,126269,126269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.58863703291092,40.284149267367326,14.304487765543596,40.43597563933964,14.15266139357128,,545.8863703291092,402.84149267367326,143.04487765543595,404.35975639339637,141.52661393571282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25,2021-05-26 08:00,46063274,33789188,12274086,33941470,12121804,,33697833,23013975,10683858,23013975,10683858,,3531823,2621234,910589,2621234,910589,,8681336,8153979,527357,8153979,527357,,152282,0,152282,152282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.386672679649436,40.62826050677897,14.758412172870464,40.81136501839059,14.575307661258842,,553.8667267964943,406.2826050677897,147.58412172870464,408.1136501839059,145.75307661258842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,2021-05-27 08:00,47358842,34305216,13053626,34539579,12819263,,34683454,23365661,11317793,23365661,11317793,,3623044,2682765,940279,2682765,940279,,8817981,8256790,561191,8256790,561191,,234363,0,234363,234363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94446904362973,41.24873472512337,15.695734318506355,41.530533773302636,15.41393527032709,,569.4446904362973,412.48734725123376,156.95734318506356,415.30533773302636,154.1393527032709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27,2021-05-28 08:00,48385907,34711424,13674483,35024896,13361011,,35413937,23624702,11789235,23624702,11789235,,3709455,2733847,975608,2733847,975608,,8949043,8352875,596168,8352875,596168,,313472,0,313472,313472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.179416281112765,41.73716091766572,16.442255363447043,42.11408095722338,16.065335323889386,,581.7941628111276,417.3716091766572,164.4225536344704,421.14080957223376,160.65335323889386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,2021-05-29 08:00,49255748,35058647,14197101,35453649,13802099,,35996302,23834712,12161590,23834712,12161590,,3792059,2781721,1010338,2781721,1010338,,9072385,8442214,630171,8442214,630171,,395002,0,395002,395002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.225316725582665,42.15466330031976,17.0706534252629,42.62961535174813,16.595701373834537,,592.2531672558267,421.54663300319766,170.70653425262904,426.2961535174813,165.95701373834538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-30,2021-05-31 08:00,49940729,35325677,14615052,35755407,14185322,,36455673,23990089,12465584,23990089,12465584,,3900217,2846706,1053511,2846706,1053511,,9155109,8488882,666227,8488882,666227,,429730,0,429730,429730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0489407354344,42.47574128547659,17.57319944995781,42.99245042887412,17.056490306560278,,600.4894073543439,424.7574128547659,175.7319944995781,429.9245042887412,170.56490306560278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,2021-06-01 14:00,50541084,35531114,15009970,36004055,14537029,,36865276,24120063,12745213,24120063,12745213,,3972764,2880517,1092247,2880517,1092247,,9230103,8530534,699569,8530534,699569,,472941,0,472941,472941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.77081009010925,42.72275959067324,18.048050499436005,43.29142582060267,17.479384269506582,,607.7081009010925,427.22759590673246,180.48050499436007,432.9142582060267,174.79384269506582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,2021-06-02 08:00,51540953,35936861,15604092,36496457,15044496,,37604950,24438661,13166289,24438661,13166289,,4052929,2911903,1141026,2911903,1141026,,9323478,8586297,737181,8586297,737181,,559596,0,559596,559596,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97305674382145,43.210631474893844,18.76242526892761,43.88349203805835,18.089564705763102,,619.7305674382145,432.1063147489384,187.62425268927612,438.8349203805835,180.89564705763104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,2021-06-03 08:00,52779769,36461594,16318175,37124266,15655503,,38589159,24890949,13698210,24890949,13698210,,4121332,2939086,1182246,2939086,1182246,,9406606,8631559,775047,8631559,775047,,662672,0,662672,662672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46261426642205,43.84157262152642,19.621041644895637,44.63837219677955,18.824242069642505,,634.6261426642205,438.41572621526416,196.21041644895635,446.3837219677955,188.24242069642503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03,2021-06-04 08:00,53404798,36695899,16708899,37409415,15995383,,39052619,25073728,13978891,25073728,13978891,,4182863,2968713,1214150,2968713,1214150,,9455800,8653458,802342,8653458,802342,,713516,0,713516,713516,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.21415174155439,44.12330193026391,20.090849811290482,44.9812365430683,19.232915198486086,,642.1415174155438,441.23301930263904,200.90849811290482,449.812365430683,192.32915198486086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04,2021-06-05 08:00,54240350,36999375,17240975,37790549,16449801,,39656982,25310441,14346541,25310441,14346541,,4257914,2999794,1258120,2999794,1258120,,9534280,8689140,845140,8689140,845140,,791174,0,791174,791174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.21882294948516,44.48820273775165,20.730620211733513,45.439513653485704,19.779309295999454,,652.1882294948516,444.88202737751647,207.30620211733515,454.3951365348571,197.79309295999454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,2021-06-07 11:00,54908484,37162909,17745575,37994105,16914379,,40114245,25418032,14696213,25418032,14696213,,4360605,3039156,1321449,3039156,1321449,,9602438,8705721,896717,8705721,896717,,831196,0,831196,831196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,212882,74534,,,66,44.7,21.3,45.7,20.3,,660.2,446.8,213.4,456.8,203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,2021-06-08 08:00,55546616,37359430,18187186,38245152,17301464,,40533884,25553053,14980831,25553053,14980831,,4448414,3068627,1379787,3068627,1379787,,9678596,8737750,940846,8737750,940846,,885722,0,885722,885722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,390552,240963,,,66.8,44.9,21.9,46,20.8,,667.9,449.2,218.7,459.9,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08,2021-06-09 11:00,56597382,37671963,18925419,38637929,17959453,,41362717,25805032,15557685,25805032,15557685,,4523205,3095971,1427234,3095971,1427234,,9745494,8770960,974534,8770960,974534,,965966,0,965966,965966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,686432,369160,,,68.1,45.3,22.8,46.5,21.6,,680.5,453,227.6,464.6,215.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,2021-06-10 08:00,57891852,38034567,19857285,39097643,18794209,,42422653,26114234,16308419,26114234,16308419,,4598636,3122672,1475964,3122672,1475964,,9807487,8797661,1009826,8797661,1009826,,1063076,0,1063076,1063076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,897489,475860,,,69.6,45.7,23.9,47,22.6,,696.1,457.3,238.8,470.1,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,2021-06-11 08:00,59038531,38390070,20648461,39539170,19499361,,43332714,26409579,16923135,26409579,16923135,,4691956,3156060,1535896,3156060,1535896,,9864761,8824431,1040330,8824431,1040330,,1149100,0,1149100,1149100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,756442,425836,,,71,46.2,24.8,47.5,23.4,,709.9,461.6,248.3,475.4,234.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,2021-06-12 08:00,60105411,38755315,21350096,40003604,20101807,,44131106,26699748,17431358,26699748,17431358,,4795533,3202169,1593364,3202169,1593364,,9930483,8853398,1077085,8853398,1077085,,1248289,0,1248289,1248289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,649026,409540,,,72.3,46.6,25.7,48.1,24.2,,722.7,466,256.7,481,241.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,2021-06-14 08:00,60735326,38922897,21812429,40213007,20522319,,44566039,26828759,17737280,26828759,17737280,,4893759,3224393,1669366,3224393,1669366,,9985418,8869745,1115673,8869745,1115673,,1290110,0,1290110,1290110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,171483,70799,,,73,46.8,26.2,48.4,24.7,,730.3,468,262.3,483.5,246.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,2021-06-15 08:00,61429675,39127487,22302188,40475199,20954476,,45004387,26990845,18013542,26990845,18013542,,5015013,3248626,1766387,3248626,1766387,,10062563,8888016,1174547,8888016,1174547,,1347712,0,1347712,1347712,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,407728,237067,,,73.9,47,26.8,48.7,25.2,,738.6,470.5,268.2,486.7,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,2021-06-16 08:00,62264554,39297028,22967526,40707016,21557538,,45630778,27152605,18478173,27152605,18478173,,5102438,3262194,1840244,3262194,1840244,,10121350,8882229,1239121,8882229,1239121,,1409988,0,1409988,1409988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,651794,352359,,,74.9,47.3,27.6,48.9,25.9,,748.7,472.5,276.2,489.5,259.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,2021-06-17 08:00,63653046,39736556,23916490,41225811,22427235,,46715538,27525623,19189915,27525623,19189915,,5223584,3298165,1925419,3298165,1925419,,10224669,8912768,1311901,8912768,1311901,,1489255,0,1489255,1489255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,879572,483717,,,76.5,47.8,28.8,49.6,27,,765.4,477.8,287.6,495.7,269.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,2021-06-18 08:00,64763343,40105774,24657569,41662903,23100440,,47564832,27841243,19723589,27841243,19723589,,5326282,3327953,1998329,3327953,1998329,,10315100,8936578,1378522,8936578,1378522,,1557129,0,1557129,1557129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,715081,407562,,,77.9,48.2,29.6,50.1,27.8,,778.7,482.2,296.5,501,277.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,2021-06-19 08:00,65738489,40436646,25301843,42065100,23673389,,48271209,28113557,20157652,28113557,20157652,,5428066,3363538,2064528,3363538,2064528,,10410760,8959551,1451209,8959551,1451209,,1628454,0,1628454,1628454,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,606912,365291,,,79,48.6,30.4,50.6,28.5,,790.4,486.2,304.2,505.8,284.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20,2021-06-21 08:00,66454623,40623120,25831503,42284584,24170039,,48722761,28250232,20472529,28250232,20472529,,5577270,3400793,2176477,3400793,2176477,,10493128,8972095,1521033,8972095,1521033,,1661464,0,1661464,1661464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,224693,77899,,,79.9,48.8,31.1,50.8,29.1,,799.1,488.5,310.6,508.4,290.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,2021-06-22 08:00,67116671,40842517,26274154,42540863,24575808,,49152959,28427415,20725544,28427415,20725544,,5685154,3427740,2257414,3427740,2257414,,10580212,8987362,1592850,8987362,1592850,,1698346,0,1698346,1698346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,398920,219325,,,80.7,49.1,31.6,51.2,29.6,,807,491.1,315.9,511.5,295.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,2021-06-23 08:00,68167982,41191063,26976919,42922868,25245114,,49969810,28725538,21244272,28725538,21244272,,5784943,3460320,2324623,3460320,2324623,,10681424,9005205,1676219,9005205,1676219,,1731805,0,1731805,1731805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,675395,360879,,,82,49.5,32.4,51.6,30.4,,819.7,495.3,324.4,516.1,303.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23,2021-06-24 08:00,69516383,41679432,27836951,43447927,26068456,,51066887,29162348,21904539,29162348,21904539,,5882708,3490396,2392312,3490396,2392312,,10798293,9026688,1771605,9026688,1771605,,1768495,0,1768495,1768495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,825001,474803,,,83.6,50.1,33.5,52.2,31.3,,835.9,501.2,334.7,522.4,313.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24,2021-06-25 08:00,70536404,42153323,28383081,43958788,26577616,,51849532,29577875,22271657,29577875,22271657,,5972802,3526659,2446143,3526659,2446143,,10908605,9048789,1859816,9048789,1859816,,1805465,0,1805465,1805465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,528826,476599,,,84.8,50.7,34.1,52.9,32,,848.1,506.9,341.3,528.6,319.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25,2021-06-26 08:00,71437514,42521814,28915700,44363821,27073693,,52532396,29899223,22633173,29899223,22633173,,6048357,3553241,2495116,3553241,2495116,,11014754,9069350,1945404,9069350,1945404,,1842007,0,1842007,1842007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,513841,374271,,,85.9,51.1,34.8,53.3,32.6,,859,511.3,347.7,533.4,325.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,2021-06-28 08:00,72153878,42750540,29403338,44608624,27545254,,52956535,30070309,22886226,30070309,22886226,,6170590,3597733,2572857,3597733,2572857,,11168669,9082498,2086171,9082498,2086171,,1858084,0,1858084,1858084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,188750,91068,,,86.8,51.4,35.4,53.6,33.1,,867.6,514,353.5,536.4,331.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
