# Dies ist eine Liste von Kombinationen von "filename, region, slug", die bei Checks ignoriert werden können.
# Liste wird manuell gefüllt, auf der Basis, welche Einträge in den Original-Exceldateien defekt sind.
impfquotenmonitoring-2022-01-26-08-30-02.json,BW	{"dosen_kumulativ":21340884}
impfquotenmonitoring-2022-01-26-08-30-02.json,BY	{"dosen_kumulativ":25124486}
impfquotenmonitoring-2022-01-26-08-30-02.json,BB	{"dosen_kumulativ":4456429}
impfquotenmonitoring-2022-01-26-08-30-02.json,NI	{"dosen_kumulativ":16213336}
impfquotenmonitoring-2022-01-26-08-30-02.json,ST	{"dosen_kumulativ":3964292}
impfquotenmonitoring-2022-01-26-08-30-02.json,TH	{"dosen_kumulativ":3761386}
impfquotenmonitoring-2022-01-26-08-30-02.json,DE	{"dosen_kumulativ":163046641}

